CustomerID,Cluster
C0066,4
C0066,4
C0067,1
C0067,1
C0067,1
C0067,1
C0067,1
C0067,1
C0068,1
C0068,1
C0068,1
C0068,1
C0068,1
C0068,1
C0068,1
C0068,1
C0069,3
C0069,3
C0069,3
C0069,3
C0069,3
C0070,1
C0070,1
C0070,1
C0070,1
C0071,3
C0071,3
C0071,3
C0072,3
C0072,3
C0072,3
C0072,3
C0072,3
C0073,1
C0073,1
C0073,1
C0074,4
C0074,4
C0074,4
C0075,1
C0075,1
C0075,1
C0075,1
C0075,1
C0075,1
C0075,1
C0075,1
C0075,1
C0076,3
C0076,3
C0076,3
C0076,3
C0076,3
C0077,0
C0077,0
C0077,0
C0078,2
C0079,4
C0079,4
C0079,4
C0079,4
C0080,2
C0081,3
C0081,3
C0081,3
C0081,3
C0081,3
C0081,3
C0082,4
C0082,4
C0082,4
C0082,4
C0082,4
C0082,4
C0082,4
C0083,0
C0083,0
C0083,0
C0084,3
C0084,3
C0084,3
C0084,3
C0084,3
C0084,3
C0084,3
C0084,3
C0084,3
C0085,2
C0085,2
C0085,2
C0086,3
C0086,3
C0086,3
C0086,3
C0086,3
C0087,2
C0087,2
C0087,2
C0087,2
C0087,2
C0087,2
C0087,2
C0088,0
C0088,0
C0088,0
C0088,0
C0088,0
C0089,4
C0089,4
C0090,3
C0090,3
C0090,3
C0090,3
C0090,3
C0090,3
C0090,3
C0091,3
C0091,3
C0091,3
C0091,3
C0091,3
C0091,3
C0092,1
C0092,1
C0092,1
C0092,1
C0093,3
C0093,3
C0093,3
C0093,3
C0093,3
C0093,3
C0093,3
C0093,3
C0093,3
C0094,0
C0094,0
C0094,0
C0094,0
C0095,3
C0095,3
C0096,4
C0096,4
C0096,4
C0096,4
C0096,4
C0097,0
C0098,0
C0098,0
C0098,0
C0098,0
C0098,0
C0098,0
C0098,0
C0098,0
C0099,2
C0099,2
C0099,2
C0099,2
C0099,2
C0099,2
C0099,2
C0099,2
C0100,2
C0100,2
C0100,2
C0100,2
C0100,2
C0100,2
C0101,1
C0101,1
C0101,1
C0101,1
C0101,1
C0101,1
C0101,1
C0101,1
C0102,1
C0102,1
C0102,1
C0102,1
C0102,1
C0102,1
C0102,1
C0102,1
C0103,3
C0103,3
C0103,3
C0103,3
C0103,3
C0104,2
C0104,2
C0104,2
C0104,2
C0104,2
C0104,2
C0104,2
C0104,2
C0105,1
C0105,1
C0105,1
C0105,1
C0105,1
C0105,1
C0106,3
C0106,3
C0106,3
C0106,3
C0106,3
C0107,1
C0107,1
C0107,1
C0107,1
C0107,1
C0108,1
C0108,1
C0108,1
C0108,1
C0108,1
C0108,1
C0108,1
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0109,3
C0110,2
C0111,0
C0111,0
C0111,0
C0111,0
C0111,0
C0112,1
C0112,1
C0112,1
C0113,3
C0113,3
C0113,3
C0113,3
C0113,3
C0113,3
C0113,3
C0113,3
C0114,4
C0114,4
C0114,4
C0114,4
C0114,4
C0115,4
C0115,4
C0115,4
C0116,3
C0116,3
C0116,3
C0116,3
C0116,3
C0116,3
C0117,2
C0117,2
C0117,2
C0117,2
C0118,3
C0118,3
C0118,3
C0118,3
C0118,3
C0118,3
C0119,0
C0119,0
C0119,0
C0119,0
C0119,0
C0120,2
C0120,2
C0120,2
C0121,0
C0121,0
C0121,0
C0121,0
C0122,1
C0122,1
C0122,1
C0122,1
C0122,1
C0122,1
C0122,1
C0123,1
C0123,1
C0124,3
C0124,3
C0124,3
C0124,3
C0124,3
C0124,3
C0124,3
C0125,1
C0125,1
C0125,1
C0125,1
C0126,1
C0126,1
C0126,1
C0126,1
C0126,1
C0126,1
C0127,3
C0127,3
C0127,3
C0127,3
C0127,3
C0127,3
C0128,0
C0128,0
C0129,1
C0129,1
C0129,1
C0130,3
C0131,1
C0131,1
C0131,1
C0132,3
C0132,3
C0132,3
C0133,1
C0133,1
C0133,1
C0133,1
C0134,3
C0134,3
C0134,3
C0134,3
C0134,3
C0135,1
C0135,1
C0135,1
C0135,1
C0136,1
C0136,1
C0136,1
C0136,1
C0136,1
C0136,1
C0137,1
C0137,1
C0137,1
C0137,1
C0137,1
C0138,4
C0138,4
C0138,4
C0138,4
C0138,4
C0139,3
C0139,3
C0139,3
C0139,3
C0139,3
C0139,3
C0139,3
C0139,3
C0140,2
C0140,2
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0141,4
C0142,3
C0142,3
C0142,3
C0142,3
C0143,2
C0143,2
C0143,2
C0143,2
C0143,2
C0143,2
C0143,2
C0144,1
C0144,1
C0145,1
C0145,1
C0145,1
C0145,1
C0145,1
C0145,1
C0145,1
C0145,1
C0146,3
C0146,3
C0146,3
C0146,3
C0147,0
C0147,0
C0147,0
C0147,0
C0147,0
C0147,0
C0147,0
C0147,0
C0147,0
C0148,4
C0148,4
C0148,4
C0148,4
C0148,4
C0149,2
C0149,2
C0149,2
C0149,2
C0149,2
C0150,3
C0151,0
C0152,1
C0152,1
C0152,1
C0152,1
C0152,1
C0153,1
C0153,1
C0153,1
C0153,1
C0153,1
C0153,1
C0154,3
C0154,3
C0154,3
C0154,3
C0154,3
C0154,3
C0155,1
C0155,1
C0155,1
C0155,1
C0155,1
C0155,1
C0155,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0156,1
C0157,0
C0157,0
C0157,0
C0157,0
C0157,0
C0158,2
C0158,2
C0158,2
C0158,2
C0159,1
C0159,1
C0159,1
C0160,3
C0160,3
C0160,3
C0160,3
C0160,3
C0161,0
C0161,0
C0161,0
C0161,0
C0161,0
C0161,0
C0161,0
C0161,0
C0162,3
C0162,3
C0162,3
C0162,3
C0162,3
C0162,3
C0162,3
C0162,3
C0163,2
C0163,2
C0163,2
C0163,2
C0163,2
C0163,2
C0164,3
C0164,3
C0164,3
C0164,3
C0164,3
C0165,1
C0165,1
C0165,1
C0165,1
C0165,1
C0165,1
C0165,1
C0165,1
C0165,1
C0166,3
C0166,3
C0166,3
C0166,3
C0167,1
C0167,1
C0167,1
C0168,4
C0168,4
C0168,4
C0168,4
C0169,1
C0169,1
C0169,1
C0169,1
C0169,1
C0169,1
C0170,2
C0170,2
C0170,2
C0170,2
C0170,2
C0171,4
C0171,4
C0171,4
C0171,4
C0171,4
C0172,0
C0172,0
C0172,0
C0172,0
C0172,0
C0172,0
C0173,1
C0173,1
C0173,1
C0173,1
C0173,1
C0173,1
C0173,1
C0173,1
C0174,3
C0174,3
C0174,3
C0174,3
C0174,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0175,3
C0176,1
C0176,1
C0176,1
C0177,3
C0177,3
C0177,3
C0177,3
C0178,1
C0178,1
C0178,1
C0178,1
C0179,3
C0179,3
C0179,3
C0179,3
C0179,3
C0179,3
C0181,3
C0181,3
C0181,3
C0181,3
C0181,3
C0181,3
C0182,2
C0182,2
C0182,2
C0182,2
C0182,2
C0183,1
C0183,1
C0183,1
C0183,1
C0183,1
C0184,3
C0184,3
C0184,3
C0184,3
C0184,3
C0184,3
C0184,3
C0185,4
C0185,4
C0185,4
C0186,3
C0186,3
C0186,3
C0187,2
C0187,2
C0187,2
C0187,2
C0187,2
C0188,2
C0188,2
C0188,2
C0188,2
C0188,2
C0188,2
C0188,2
C0188,2
C0189,3
C0189,3
C0189,3
C0189,3
C0189,3
C0190,3
C0190,3
C0190,3
C0190,3
C0190,3
C0191,3
C0191,3
C0191,3
C0191,3
C0191,3
C0192,3
C0192,3
C0192,3
C0192,3
C0193,1
C0193,1
C0193,1
C0193,1
C0194,3
C0194,3
C0194,3
C0194,3
C0194,3
C0194,3
C0194,3
C0195,1
C0195,1
C0195,1
C0195,1
C0195,1
C0195,1
C0196,4
C0196,4
C0196,4
C0196,4
C0197,3
C0197,3
C0197,3
C0198,3
C0198,3
C0199,3
C0199,3
C0199,3
C0199,3
C0200,2
C0200,2
C0200,2
C0200,2
C0200,2
